Title,Type,Rating,Vote Count,Start Date,Studio
Dangard Ace Movie: The Great Space War,MOVIE,8.71,23,"Mar 18, 1978",Toei Animation
Danganronpa: The Animation,TV,8.55,1522,"Jul 05, 2013",Lerche
Dangard Ace,TV,9.54,23,"Mar 06, 1977",Toei Animation
Danguard Ace: Part 2,MOVIE,9.92,6,"Oct 10, 2021",
Dangobei Torimonochou: Hirakee Goma no Maki,MOVIE,4.2,5,1952,add some
Danguard Ace: Part 1,MOVIE,5.93,42,"Oct 10, 2021",
Daphne in the Brilliant Blue OVA,SPECIAL,3,5,"Apr 23, 2004",J.C.Staff
Danguard Ace: Part 3,MOVIE,6.75,3,"Oct 10, 2021",
Daphne in the Brilliant Blue,TV,8.01,38,"Jan 16, 2004",J.C.Staff
Dark Warrior,OVA,4.81,11,"Mar 22, 1991",Daiei
Dark Cat,OVA,4.07,41,"Nov 28, 1991",Agent 21
Dark Gathering,TV,8.88,6021,"Jul 10, 2023",OLM
Darker than Black: Gemini of the Meteor,TV,8.4,431,"Oct 09, 2009",Bones
Darker than Black,TV,9,1582,"Apr 06, 2007",Bones
Darker than Black: Beneath Cherry Blossoms in Full Bloom,SPECIAL,8.95,134,"Mar 26, 2008",Bones
Darkside Blues,MOVIE,6.56,25,"Oct 08, 1994",J.C.Staff
Darker than Black: Origins,SPECIAL,8.87,224,"Jan 27, 2010",Bones
"Darkness of the Sea, Shadow of the Moon",OVA,7.14,15,"Oct 14, 1989",Visual 80
Dash Kappei,TV,7.27,48,"Oct 04, 1981",Tatsunoko Production
DARLING in the FRANXX,TV,7.8,20283,"Jan 13, 2018",Trigger
Darwin's Game,TV,8.8,3826,"Jan 04, 2020",Nexus
Date A Bullet: Dead or Bullet & Nightmare or Queen,MOVIE,9.08,510,"Nov 13, 2020",GEEK TOYS
Dash! Yonkurou,TV,9.73,32,"Oct 03, 1989",Aubec
Dash! Yonkurou: Horizon Gundan vs. Dash Gundan,SPECIAL,10,3,"Jul 27, 1990",add some
Date A Live II,TV,9.02,2352,"Apr 12, 2014",Production IMS
Date A Bullet: Dead or Bullet & Nightmare or Queen,MOVIE,9.2,561,"Aug 14, 2020",GEEK TOYS
Date A Live,TV,8.8,3789,"Apr 06, 2013",AIC PLUS+
Date A Live IV,TV,8.92,3949,"Apr 08, 2022",GEEK TOYS
Date A Live II: Kurumi Star Festival,OVA,9.46,596,"Dec 08, 2014",Production IMS
Date A Live III,TV,8.97,3235,"Jan 11, 2019",J.C.Staff
Dawn Of The World,ONA,7.52,96,"May 20, 2018",Dawn Animation
Date A Live Mayuri Judgement,MOVIE,9.36,784,"Aug 22, 2015",Production IMS
Date A Live: Date to Date,OVA,9.24,483,"Dec 06, 2013",AIC PLUS+
Day of Nose,MOVIE,7,11,2005,Calf Studio
Day Break Illusion,TV,8.85,55,"Jul 06, 2013",AIC
Day By Day,MUSIC,7.87,15,"Jan 15, 2023",ARCUS
DAYS OVA,OVA,8.41,41,"Mar 17, 2017",MAPPA
DAYS,TV,8.73,933,"Jul 02, 2016",MAPPA
Days of Urashimasakatasen,TV,9.03,34,"Oct 02, 2019",Gainax Kyoto
DC Super Heroes vs Taka no Tsume Dan,MOVIE,3.85,21,"Oct 21, 2017",DLE
DAYS: Touin Gakuen-sen!,OVA,8.38,192,"Mar 16, 2018",MAPPA
Dazzling White Town,MUSIC,7.13,16,"Aug 19, 2020",Sunrise
DD Fist of the North Star 2: Strawberry Flavor Plus,TV,7.75,30,"Oct 07, 2015",Ajia-Do
DD Fist of the North Star,TV,9.25,22,"Jan 12, 2011",North Stars Pictures
DD Fist of the North Star,TV,8.71,13,"Apr 03, 2013",Ajia-Do
Dead Leaves,MOVIE,8.52,122,"Jan 16, 2004",Production I.G
De:vadasy,OVA,5.98,21,"Nov 25, 2000",Studio Gazelle
DEAD HEAT,OVA,7.5,7,"Aug 07, 1987",Sunrise
Dead World 1,ONA,7.36,28,"Sep 16, 2016",add some
Dead Mount Death Play,TV,8.09,13070,"Apr 11, 2023",GEEK TOYS
Dead Mount Death Play Part 2,TV,8.19,2309,"Oct 10, 2023",GEEK TOYS
Deadman Wonderland: The Red Knife Wielder,OVA,8.2,103,"Oct 08, 2011",Manglobe
Deadly Response,ONA,9.03,52,"Jun 02, 2019",Build Dream
Deadman Wonderland,TV,7.27,2200,"Apr 17, 2011",Manglobe
DearS,TV,7.9,154,"Jul 11, 2004",Daume
Deaimon: Recipe for Happiness,TV,8.79,1123,"Apr 06, 2022",Encourage Films
Dear Brother,TV,8.64,168,"Jul 14, 1991",Tezuka Productions
Death March to the Parallel World Rhapsody,TV,8.24,8280,"Jan 11, 2018",Connect
DearS: Is It a Golden Ball?,SPECIAL,8.61,48,"Mar 16, 2005",Daume
Death Billiards,MOVIE,8.75,327,"Mar 02, 2013",Madhouse
Death Parade,TV,9.1,3924,"Jan 10, 2015",Madhouse
Death Note,TV,9.01,18157,"Oct 04, 2006",Madhouse
Death Note: Relight,SPECIAL,8.72,625,"Aug 31, 2007",Madhouse
Dededen,SPECIAL,6.6,6,"Feb 23, 2015",TMS Entertainment
Debutante Detective Corps,OVA,8.47,11,"Apr 01, 1996",Daume
DECA-DENCE,TV,7.93,2257,"Jul 08, 2020",NUT
Deep Insanity THE LOST CHILD,TV,6.42,1082,"Oct 13, 2021",Silver Link.
DEEMO: Memorial Keys,MOVIE,7.66,97,"Feb 25, 2022",Production I.G
Deep In Reflection,MOVIE,3.74,47,2012,add some
Defenders of Space,MOVIE,3.78,5,1984,add some
Deep Sea,MOVIE,8.57,40,"Jan 22, 2023",October Media
Deep Sea Tentacle,ONA,5.6,35,"Jul 16, 2007",add some
Delicious in Dungeon CM,ONA,6.75,48,"Jul 31, 2017",Trigger
Defense Fully Open,ONA,6.75,154,"Dec 28, 2022",Suoyi Technology
Deiji Meets Girl,TV,7.98,213,"Oct 02, 2021",LIDENFILMS
Deliciousness Explodes! One Piece,SPECIAL,9.24,299,"Sep 11, 2016",Toei Animation
Delicious Party Pretty Cure,TV,8.93,509,"Feb 06, 2022",Toei Animation
Delicious Party♡Precure: Yumemiru♡Okosama Lunch!,MOVIE,9,42,"Sep 23, 2022",Toei Animation
Delinquent in Drag,OVA,7.15,16,"Aug 21, 1992",Studio Signal
Delinquent Hamsters,ONA,8.41,37,"Mar 18, 2013",Piso Studio
Delinquent Hamsters Season 2,ONA,7.44,9,"Mar 29, 2019",Piso Studio
Deltora Quest,TV,9.14,95,"Jan 06, 2007",OLM
Delivery Kitten Unyan,ONA,9.58,19,"Aug 12, 2022",Studio Nanahoshi
Delpower X Bakuhatsu Miracle Genki!,OVA,6.84,9,"Dec 21, 1986",Big Bang
Demon Fighter Kocho,OVA,8.67,25,"May 21, 1997",Anime R
Demigod: The Legend Begins,MOVIE,5.96,26,?,
Demon City Shinjuku,OVA,8.47,100,"Oct 25, 1988",Madhouse
Demon Lord Dante,TV,6.62,95,"Aug 31, 2002",Magic Bus
Demon King Daimao,TV,8.41,2276,"Apr 03, 2010",Artland
Demon King Daimaou Specials,SPECIAL,8.43,299,"Jun 25, 2010",Artland
Demon Prince Enma,OVA,8.01,59,"Aug 24, 2006",Brain's Base
"Demon Lord, Retry!",TV,9.08,4659,"Jul 04, 2019",EKACHI EPILKA
Demon of the Kick,TV,7.39,12,"Oct 02, 1970",Toei Animation
Demon Slayer: Kimetsu No Yaiba - Asakusa Arc,MOVIE,8.34,794,?,
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,MOVIE,9.28,26710,"Oct 16, 2020",ufotable
Demon Slayer: Kimetsu no Yaiba,TV,9.01,33051,"Apr 06, 2019",ufotable
Demon Slayer: Kimetsu no Yaiba - The Hashira Meeting Arc,MOVIE,8.2,759,"Oct 10, 2021",
Demon Slayer: Kimetsu no Yaiba - Mt. Natagumo Arc,MOVIE,8.55,1133,"Oct 10, 2021",
Demon Slayer: Kimetsu no Yaiba - Sibling's Bond,MOVIE,8.01,1544,"Oct 10, 2021",
Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,TV,9.14,41738,"Dec 05, 2021",ufotable
Demon Slayer: Kimetsu no Yaiba - To the Swordsmith Village,MOVIE,8.47,1993,"Feb 03, 2023",ufotable
Demon Slayer: Kimetsu No Yaiba - Tsuzumi Mansion Arc,MOVIE,7.86,513,?,
Demon Spirit Seed Manual,ONA,7.8,809,"Jan 17, 2020",Big Firebird Culture
Demon Slayer: Kimetsu no Yaiba Mugen Train Arc,TV,9.16,9444,"Oct 10, 2021",ufotable
Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,TV,8.9,47804,"Apr 09, 2023",ufotable
Deniroo's Circus,SPECIAL,5.96,32,2004,KOO-KI
Demonbane OVA,OVA,7.12,9,"Jul 01, 2004",Group TAC
Den-noh Coil,TV,9.16,126,"May 12, 2007",Madhouse
Denpa Onna to Seishun Otoko Menu,SPECIAL,9.43,39,"Feb 08, 2012",
Denjin Arrow - Pilot,ONA,7.75,5,"Oct 10, 2021",
DENKI-GAI,TV,9.03,132,"Oct 02, 2014",Shin-Ei Animation
Dera-chan of the Southern Island,MOVIE,7.69,36,"Apr 26, 2014",
Densetsu no Yuusha Da Garn,TV,8.65,25,"Feb 08, 1992",Sunrise
Denshin Mamotte Shugogetten!,OVA,9.06,8,"Jun 23, 2000",Toei Animation
Desert Punk,TV,9.02,200,"Oct 06, 2004",Gonzo
Descendants of Darkness,TV,8.27,147,"Oct 02, 2000",J.C.Staff
Descending Stories: Showa Genroku Rakugo Shinju,TV,9.23,298,"Jan 07, 2017",Studio Deen
Destiny Child,ONA,7.84,32,"May 01, 2018",Yumeta Company
DESPAIR OF THE MONSTER,MOVIE,7.85,74,"Jun 10, 2019",add some
Destined to Love,ONA,6.12,27,?,
Detective Conan vs. Wooo,ONA,8.93,25,"Apr 22, 2011",TMS Entertainment
Destiny of the Shrine Maiden,TV,7.99,144,"Oct 02, 2004",TNK
Detective Conan Movie 08: Time Travel of the Silver Sky,SPECIAL,8.45,40,"Apr 30, 2004",TMS Entertainment
Detective Conan: Love Story at Police Headquarters - Wedding Eve,SPECIAL,8.59,41,"Apr 15, 2022",TMS Entertainment
Detective Conan: Black History,SPECIAL,8.06,69,"Dec 17, 2007",TMS Entertainment
Detective Conan: Black Iron Submarine,MOVIE,7.56,276,"Apr 14, 2023",TMS Entertainment
Detective Conan: The Culprit Hanzawa,TV,7.9,203,"Oct 04, 2022",TMS Entertainment
Detective Conan: Police Academy Arc Wild Police Story - Case. Furuya Rei,SPECIAL,7.12,32,"Mar 11, 2023",TMS Entertainment
Detective Conan: The Bride of Halloween,MOVIE,8.66,245,"Apr 15, 2022",TMS Entertainment
Detective Opera Milky Holmes 2,TV,8.9,17,"Jan 05, 2012",Artland
Detective Felix in Trouble,MOVIE,8.11,5,1932,add some
Detective Opera Milky Holmes,TV,8.68,46,"Oct 07, 2010",J.C.Staff
Detective Opera Milky Holmes: Summer Special,SPECIAL,6.56,5,"Aug 25, 2011",J.C.Staff
Detective Opera Milky Holmes: Alternative,SPECIAL,7.31,7,"Aug 18, 2012",Artland
Detective Opera Milky Holmes: Arsene Karei naru Yokubou,SPECIAL,8.33,4,"Dec 31, 2017",J.C.Staff
Detonator Orgun,OVA,7.67,20,"Aug 25, 1991",AIC
Detective Pikachu & the Mystery of the Missing Flan,ONA,7.34,92,"Oct 24, 2023",Polygon Pictures
Detective School Q,TV,8.87,126,"Apr 15, 2003",Pierrot
Devidol!,TV,4.96,185,"Oct 05, 2018",add some
Detroit Metal City: Birth of the Metal Devil,SPECIAL,7.66,35,"Jul 11, 2008",Studio 4°C
Detroit Metal City: The Animated Series,OVA,9.16,378,"Aug 08, 2008",Studio 4°C
Devil May Cry,TV,9,513,"Jun 14, 2007",Madhouse
Devil Boy: Welcome to Devil Land!!,MOVIE,7.67,9,"Mar 10, 1990",Toei Animation
Devil Hunter Yohko,OVA,6.68,29,"Dec 01, 1990",Madhouse
Devilman Crybaby,ONA,8.27,2951,"Jan 05, 2018",Science SARU
Devil Survivor 2: The Animation,TV,8.58,224,"Apr 05, 2013",Bridge
Devilman,TV,8.12,83,"Jul 08, 1972",Toei Animation
Devils and Realist,TV,8.06,406,"Jul 08, 2013",Doga Kobo
Devilman: The Birth,OVA,5.28,165,"Nov 01, 1987",Oh! Production
Devilman: The Demon Bird,OVA,5.48,119,"Feb 25, 1990",Oh! Production
DEVOUR DINNER,MOVIE,7.91,11,2008,Mirai Film
Devils' Line,TV,8.64,2419,"Apr 07, 2018",Platinum Vision
Devils’ Line: Anytime Anywhere,OVA,8.95,308,"Aug 23, 2018",Platinum Vision
Di Gi Charat Movie: A Trip To The Planet,MOVIE,6.9,6,"Dec 22, 2001",Madhouse
Devour Eternity,ONA,8.36,37,"Jun 26, 2020",add some
Di Gi Charat,TV,8.64,74,"Nov 30, 1999",Madhouse
Di Gi Charat Special: A Rocket from the Mouth,SPECIAL,7,4,"Jul 12, 2002",Madhouse
Di Gi Charat Natsuyasumi Special,SPECIAL,8.38,9,"Aug 02, 2001",Madhouse
Di Gi Charat Nyo,TV,9.12,29,"Apr 06, 2003",Madhouse
Di Gi Charat: Summer Special 2000,SPECIAL,9.12,7,"Aug 22, 2000",Madhouse
Di Gi Charat: Christmas Special,SPECIAL,8.5,6,"Dec 17, 2000",Madhouse
Di Gi Charat: Ohanami Special,SPECIAL,7.5,8,"Apr 06, 2001",Madhouse
Diabolik Lovers,TV,7.7,1581,"Sep 16, 2013",Zexcs
Di Gi Charat: Tsuyu Special,SPECIAL,8.11,8,"Jun 01, 2001",Madhouse
Di Gi Charat: Winter Garden,SPECIAL,7.09,20,"Dec 22, 2006",J.C.Staff
Diabolik Lovers Recap,SPECIAL,7.92,116,"Oct 28, 2013",Zexcs
"Diabolik Lovers Ⅱ : More,blood",TV,8.14,838,"Sep 24, 2015",Zexcs
DIABOLIK LOVERS OVA,OVA,8.65,204,"Feb 26, 2015",Zexcs
Diary of Our Days at the Breakwater,TV,9.52,561,"Apr 07, 2020",Doga Kobo
Diamond Daydreams,TV,8.74,17,"Jan 20, 2004",Studio Deen
Diamond Daydreams Special,SPECIAL,6.14,7,"Aug 18, 2004",add some
Diebuster Science Course,SPECIAL,6.38,9,"Jun 22, 2012",Gainax
Didn't I Say to Make My Abilities Average in the Next Life?!,TV,8.13,2188,"Oct 07, 2019",Project No.9
Die Now,ONA,7.18,34,"Nov 28, 2014",Haoliners Animation League
Dies irae: To the ring reincarnation,ONA,7.85,222,"Jul 01, 2018",A.C.G.T.
Dies irae,TV,7.32,596,"Oct 14, 2017",A.C.G.T.
Dies irae: The Dawning Days,SPECIAL,7.29,93,"Oct 07, 2017",A.C.G.T.
Digimon Adventure 02: Revenge of Diaboromon,MOVIE,8.2,32,"Mar 03, 2001",Toei Animation
Digi-girl POP!: STRAWBERRY＆POP MIX FLAVOR,TV,7,3,"Feb 17, 2003",Creators Dot Com
Digimon Adventure (Movie),MOVIE,9.03,136,"Mar 06, 1999",Toei Animation
Digimon Adventure tri. Chapter 1: Reunion,MOVIE,7.13,87,"Nov 21, 2015",Toei Animation
DIGIMON ADVENTURE 20th memorial story,ONA,8.58,21,"Nov 22, 2019",Toei Animation
Digimon Adventure 3D: Digimon Grand Prix!,MOVIE,7.65,20,"Jul 20, 2000",Toei Animation
Digimon Adventure tri. Chapter 4: Loss,MOVIE,7.41,103,"Feb 25, 2017",Toei Animation
Digimon Adventure tri. Chapter 2: Determination,MOVIE,7.68,58,"Mar 12, 2016",Toei Animation
Digimon Adventure tri. Chapter 3: Confession,MOVIE,7.2,154,"Sep 24, 2016",Toei Animation
Digimon Adventure:,TV,8.25,1425,"Apr 05, 2020",Toei Animation
Digimon Adventure tri. Chapter 5: Coexistance,MOVIE,7.25,49,"Sep 30, 2017",Toei Animation
Digimon Adventure tri. Chapter 6: Our Future,MOVIE,7.28,155,"May 05, 2018",Toei Animation
Digimon Frontier,TV,9.26,243,"Apr 07, 2002",Toei Animation
Digimon Adventure: Last Evolution Kizuna,MOVIE,8.99,267,"Feb 21, 2020",Yumeta Company
Digimon Data Squad,TV,8.33,176,"Apr 02, 2006",Toei Animation
Digimon Ghost Game,TV,8.66,808,"Oct 03, 2021",Toei Animation
Digimon Frontier: Island of Lost Digimon,MOVIE,8.39,28,"Jul 20, 2002",Toei Animation
Digimon Fusion,TV,8.71,168,"Jul 06, 2010",Toei Animation
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,SPECIAL,7.11,11,"Aug 24, 2007",Toei Animation
Digimon Ghost Game Recap,SPECIAL,5.22,10,"May 08, 2022",Toei Animation
Digimon Savers THE MOVIE: Kyuukyoku Power! Burst Mode Hatsudou!!,MOVIE,8.14,16,"Dec 09, 2006",Toei Animation
Digimon Tamers: Battle of Adventurers,MOVIE,8.84,26,"Jul 14, 2001",Toei Animation
Digimon Survive - Opening Movie,ONA,6.85,14,"Jul 22, 2019",Toei Animation
Digimon Tamers,TV,9.02,259,"Apr 01, 2001",Toei Animation
Digimon X-Evolution,MOVIE,7.91,28,"Jan 03, 2005",Toei Animation
Digimon Tamers: Runaway Locomon,MOVIE,7.65,37,"Mar 02, 2002",Toei Animation
Digimon Universe App Monsters,TV,8.35,172,"Oct 01, 2016",Toei Animation
Digimon: Digital Monsters,TV,9.11,621,"Mar 07, 1999",Toei Animation
Digimon Xros Wars: The Evil Death Generals and the Seven Kingdoms,TV,8.45,83,"Apr 03, 2011",Toei Animation
Digimon Xros Wars: The Young Hunters Who Leapt Through Time,TV,7.91,103,"Oct 02, 2011",Toei Animation
Digimon: Our War Game,MOVIE,8.57,83,"Mar 04, 2000",Toei Animation
Digimon: Digital Monsters 02,TV,8.71,253,"Apr 02, 2000",Toei Animation
Digimon: Hurricane Touchdown,MOVIE,7.78,28,"Jul 08, 2000",Toei Animation
Dimension High School,TV,4.23,229,"Jan 10, 2019",Asmik Ace
Digital Devil,OVA,6.22,38,"Mar 25, 1987",Animate Film
Digital Juice,OVA,5.83,17,"Jan 25, 2002",Studio 4°C
Dimension W OVA,SPECIAL,9.24,27,"Aug 26, 2016",Studio 3Hz
Dimension Movement of Nazca,TV,6.52,15,"Apr 06, 1998",Radix
Dimension W,TV,9.16,460,"Jan 10, 2016",Studio 3Hz
Dino Girl Gauko,ONA,7.43,8,"Nov 22, 2019",Ascension
Dimension W: W Gate Online - Rose's Counseling Room,SPECIAL,7.31,19,"Mar 25, 2016",Studio 3Hz
Dinner Bell,MUSIC,8.03,30,"Mar 27, 2023",Studio Gohan
Dino Mech Gaiking,TV,8.21,48,"Apr 01, 1976",Toei Animation
Dino Girl Gauko Season 2,ONA,8.28,8,"Mar 20, 2020",Ascension
Dino Mecard,TV,8.57,8,"Nov 23, 2017",add some
Dinosaur King,TV,9.15,102,"Feb 04, 2007",Sunrise
Dinosaur Biyori,TV,7.3,11,"Apr 04, 2021",Fanworks
Dinosaur Expedition Born Free,TV,5.62,17,"Oct 01, 1976",Sunrise
Dirty Pair,TV,8.84,78,"Jul 15, 1985",Sunrise
Dinosaur King Season 2,TV,9.21,43,"Feb 03, 2008",Sunrise
DinoZaurs,OVA,8.46,13,"Nov 27, 1998",Sunrise
Dirty Pair Flash 2,OVA,8.05,11,"Jun 01, 1995",Sunrise
Dirty Pair (OVA),OVA,4.88,47,"Dec 21, 1987",Sunrise
Dirty Pair Flash,OVA,9.17,17,"Jan 21, 1994",Sunrise
Dirty Pair: Flight 005 Conspiracy,OVA,8.65,13,"Jan 25, 1990",Sunrise
Dirty Pair Flash 3,OVA,7.94,13,"Dec 21, 1995",Sunrise
Dirty Pair: Affair of Nolandia,OVA,8.62,17,"Dec 20, 1985",Sunrise
Disk Wars: Avengers,TV,8.84,66,"Apr 02, 2014",Toei Animation
Dirty Pair: Project Eden,MOVIE,8.54,25,"Mar 14, 1987",Sunrise
Dirty Pair: With Love From the Lovely Angels,OVA,4.31,22,"Jan 01, 1987",Sunrise
DIVE!!,TV,7.76,125,"Jul 07, 2017",Zero-G
Dive Olly Dive and the Octopus Rescue,MOVIE,6.25,4,"May 30, 2014",Global Digital Creations
Dive Olly Dive and the Pirate Treasure,MOVIE,6.33,3,"May 31, 2013",Global Digital Creations
Divine Gate,TV,6.97,326,"Jan 08, 2016",Pierrot
Divergence Eve,TV,7.4,51,"Jul 02, 2003",Radix
Divine Envoy of the Dark World,ONA,8.55,51,"Dec 25, 2020",Hai An Xian Donghua Gongzuo Shi
DNA² OVA,OVA,7.43,14,"Feb 21, 1995",Madhouse
DNA Sights 999.9,OVA,8.85,11,"Dec 18, 1998",Madhouse
DNA²,TV,8.07,51,"Oct 07, 1994",Studio Deen
Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,TV,7.84,2643,"Jul 13, 2019",J.C.Staff
Do It Yourself!!,TV,8.91,996,"Oct 06, 2022",Pine Jam
Do U,MUSIC,8.58,66,"Sep 18, 2022",Hololive Production
Document Taiyou no Kiba Dougram,MOVIE,5.5,5,"Jul 09, 1983",Sunrise
Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?: Do You Love Your Mom on the Shore?,OVA,7.77,440,"Mar 25, 2020",J.C.Staff
Doctor Slump: Arale's Surprise,MOVIE,6.08,12,"Mar 06, 1999",Toei Animation
Dog Days Season 2,TV,9.1,257,"Jul 07, 2012",Seven Arcs
Dog & Scissors,TV,7.64,497,"Jul 02, 2013",Gonzo
Dog Days,TV,8.72,625,"Apr 02, 2011",Seven Arcs
Dog of Flanders,MOVIE,8.16,41,"Mar 15, 1997",Nippon Animation
Dog Days Season 3,TV,8.98,208,"Jan 11, 2015",Seven Arcs Pictures
Dog Days'': Limone Resort Tenbou Onsen!,SPECIAL,9.09,50,"Aug 26, 2015",Seven Arcs Pictures
Dogeza: I Tried Asking While Kowtowing. Episode 13,SPECIAL,8.11,232,"Jan 12, 2021",Adonero
DOG SIGNAL,TV,7.29,109,"Oct 22, 2023",Fugaku
Dog Soldier,OVA,5.48,29,"Oct 08, 1989",Animate Film
Dogtanian and the Three Muskehounds,TV,7.36,10,"Oct 02, 1981",Nippon Animation
Doggy Poo,MOVIE,7.88,17,"Jul 25, 2003",Itasca Studio
Dogs: Bullets & Carnage,OVA,9.13,38,"May 19, 2009",David Production
Doki Doki! Mini Mini! Kakushi Dungeon Gekijou,ONA,9.08,98,"Jan 09, 2021",Okuruto Noboru
Dojin Work,TV,9.02,25,"Jul 04, 2007",Remic
Dojoji Temple,MOVIE,7.31,9,1976,Kadokawa Pictures Japan
Dokuro the Ghost,ONA,8.53,7,"Mar 04, 2015",Cyclone Graphics
Dokidoki! Precure: Mana Kekkon!!? Mirai ni Tsunagu Kibou no Dress,MOVIE,9.5,55,"Oct 26, 2013",Toei Animation
Dokkoida?!,TV,8.36,22,"Jul 13, 2003",ufotable
Dokyuu Hentai HxEros: HxEros Report,SPECIAL,5.99,228,"Aug 21, 2020",Project No.9
Dokushin Apartment Dokudami-sou,OVA,8.42,24,"Dec 01, 1989",Takahashi Studio
Dokyuu Hentai HxEros OVA,OVA,7.36,325,"Nov 04, 2020",Project No.9
Dominion Tank Police,OVA,8.83,22,"May 27, 1988",Agent 21
Domain of Murder,OVA,6.04,11,"Sep 01, 1992",Studio Deen
Domestic Girlfriend,TV,8.45,7976,"Jan 12, 2019",Diomedea
Don't Leave Me Alone,TV,6.68,15,"Jul 03, 1997",Studio Deen
Domo TV,TV,6.75,11,2008,dwarf
Don't Call Us A JUNK GAME!,ONA,7.96,125,"Oct 19, 2020",Charaction
"DON'T TOY WITH ME, MISS NAGATORO",TV,8.25,15983,"Apr 11, 2021",Telecom Animation Film
Don't tell Mom,ONA,5.35,208,"Mar 15, 2015",add some
"Don't Touch Me,Mr Straght-A",ONA,4.5,41,?,
Donbei x Kemurikusa,ONA,7.5,3,"Feb 27, 2019",add some
"DON'T TOY WITH ME, MISS NAGATORO 2nd Attack",TV,8.74,5313,"Jan 08, 2023",OLM
"Don’t Hurt Me, My Healer!",TV,7.97,2774,"Apr 10, 2022",Jumondo
Donyatsu,MOVIE,9.32,24,"Jun 01, 2013",Gathering
Dongguo Xiaojie,ONA,7.93,81,"Dec 26, 2016",Haoliners Animation League
Dongitsune Season 2,SPECIAL,8.2,20,"Sep 27, 2022",Studio 4°C
Doraemon,TV,8.3,440,"Apr 02, 1979",Shin-Ei Animation
Doomed Megalopolis,OVA,7.21,35,"Sep 27, 1991",Madhouse
Doomsday with My Dog,ONA,7.26,454,"Aug 02, 2022",DLE
Doraemon The Movie 2007,MOVIE,8.16,69,"Mar 10, 2007",Shin-Ei Animation
Doraemon (2005),TV,8.57,742,"Apr 22, 2005",Shin-Ei Animation
Doraemon Comes Back,MOVIE,9.35,25,"Mar 07, 1998",Shin-Ei Animation
Doraemon the Movie 2019: Nobita's Chronicle of the Moon Exploration,MOVIE,8.63,194,"Mar 01, 2019",Shin-Ei Animation
Doraemon the Movie 2017: Great Adventure in the Antarctic Kachi Kochi,MOVIE,9.1,155,"Mar 04, 2017",Shin-Ei Animation
Doraemon the Movie 2018: Nobita's Treasure Island,MOVIE,9.03,273,"Mar 03, 2018",Shin-Ei Animation
Doraemon the Movie: Nobita and the Birth of Japan 2016,MOVIE,8.57,97,"Mar 05, 2016",Shin-Ei Animation
Doraemon the Movie 2020: Nobita's New Dinosaur,MOVIE,9,194,"Aug 07, 2020",Shin-Ei Animation
Doraemon the Movie 2021: Nobita's Space War (Little Star Wars),MOVIE,8.04,150,"Mar 04, 2022",Shin-Ei Animation
Doraemon the Movie: Nobita in the New Haunts of Evil -Peko and the Five Explorers-,MOVIE,8.53,66,"Mar 08, 2014",Shin-Ei Animation
Doraemon the Movie: Nobita and the Green Giant Legend,MOVIE,8.74,65,"Mar 08, 2008",Shin-Ei Animation
Doraemon the Movie: Nobita and the Tin Labyrinth,MOVIE,6.93,15,"Mar 06, 1993",add some
Doraemon the Movie: Nobita's Dinosaur 2006,MOVIE,7.99,77,"Mar 04, 2006",Shin-Ei Animation
Doraemon the Movie: Nobita in the Robot Kingdom,MOVIE,9,8,"Mar 09, 2002",Shogakukan-Shueisha Productions
Doraemon the Movie: Nobita's Diary of the Creation of the World,MOVIE,7.12,27,"Mar 04, 1995",Shin-Ei Animation
"Doraemon the Movie: The Records of Nobita, Spaceblazer",MOVIE,9.36,28,"Mar 14, 1981",Shin-Ei Animation
Doraemon the Movie: Nobita's Dorabian Nights,MOVIE,7.55,38,"Mar 09, 1991",add some
Doraemon the Movie: The Record of Nobita's Parallel Visit to the West,MOVIE,8.92,25,"Mar 12, 1988",Shin-Ei Animation
Doraemon: Benkyou Heya no Tsuribori,SPECIAL,8.76,33,"Oct 03, 1979",add some
Doraemon: 2112-nen Doraemon Tanjou,MOVIE,9.26,36,"Mar 04, 1995",Shin-Ei Animation
Doraemon: A Grandmother's Recollections,MOVIE,9.61,24,"Mar 04, 2000",add some
Doraemon: It's Spring!,SPECIAL,9.45,20,"Mar 30, 1983",
"Doraemon: Boku, Momotarou no Nanna no sa",MOVIE,8.19,26,"Aug 01, 1981",Shin-Ei Animation
Doraemon: It's Autumn!,SPECIAL,9.08,24,"Apr 04, 1986",
Doraemon: Nobita and the Dragon Rider,MOVIE,8.15,28,"Mar 14, 1987",Shin-Ei Animation
Doraemon: It's Summer!,SPECIAL,8.72,25,"Aug 08, 1980",
Doraemon: It's Winter!,SPECIAL,7.97,33,"Apr 04, 1986",
Doraemon: Nobita and the Legend of the Sun King,MOVIE,8.48,41,"Mar 04, 2000",Shin-Ei Animation
Doraemon: Nobita and the Haunts of Evil,MOVIE,8.3,29,"Mar 13, 1982",Shin-Ei Animation
Doraemon: Nobita and the Kingdom of Clouds,MOVIE,7.87,34,"Mar 07, 1992",add some
